acronym,eval_status,eval_bytes,triple_count,entities,classes,individuals,bp_classes,sniffed_format,parse_format,eval_seconds,wall_seconds,parent_peak_rss_mb,gpu_peak_allocated_mb,define_device,define_defined,time_sniff,time_parse,time_identity,time_index,time_stats,time_describe,time_define,time_connection,time_flat,time_entities_table,time_total,time_write_outputs,time_define_bp,define_seconds_encode_labels,define_seconds_encode_definitions,download_seconds
LUNGMAP_M_CELL,done,110771.0,963.0,93.0,93.0,0.0,92.0,xml,xml,0.301,0.301,0.0,451.3,cuda,1.0,0.0,0.033,0.0,0.003,0.0,0.001,0.015,0.0,0.001,0.001,0.18,0.006,,0.007,0.007,0.175
M4M-20-SUBJECTS,done,28612.0,261.0,27.0,26.0,1.0,10.0,xml,xml,0.269,0.269,0.0,456.0,cuda,4.0,0.0,0.01,0.001,0.001,0.0,0.0,0.019,0.0,0.0,0.001,0.154,0.006,,0.008,0.009,0.207
M4M-20-VARIABLES,done,20407.0,174.0,20.0,19.0,1.0,10.0,xml,xml,0.268,0.268,0.0,450.9,cuda,1.0,0.0,0.007,0.001,0.001,0.0,0.0,0.031,0.0,0.0,0.001,0.161,0.005,,0.016,0.014,0.225
M4M-21-SUBJECTS,done,24576.0,209.0,20.0,19.0,1.0,10.0,xml,xml,0.282,0.282,0.0,471.2,cuda,9.0,0.0,0.009,0.001,0.001,0.0,0.0,0.02,0.0,0.0,0.001,0.17,0.005,,0.009,0.009,0.195
M4M-21-VARIABLES,done,23144.0,195.0,20.0,19.0,1.0,10.0,xml,xml,0.284,0.284,0.0,452.6,cuda,3.0,0.0,0.008,0.001,0.001,0.0,0.0,0.038,0.0,0.0,0.001,0.172,0.005,,0.016,0.021,0.124
M4M-CHAR,done,259676.0,3210.0,526.0,525.0,1.0,2.0,xml,xml,0.397,0.397,0.0,451.8,cuda,2.0,0.0,0.104,0.001,0.008,0.001,0.001,0.017,0.0,0.0,0.002,0.263,0.009,,0.008,0.007,0.25
M4M19-SUBS,done,16894.0,167.0,26.0,25.0,1.0,2.0,xml,xml,0.285,0.285,0.0,450.9,cuda,1.0,0.0,0.006,0.001,0.001,0.0,0.0,0.031,0.0,0.0,0.001,0.16,0.005,,0.015,0.015,0.196
M4M19-VARS,done,16953.0,163.0,25.0,24.0,1.0,2.0,xml,xml,0.284,0.284,0.0,455.7,cuda,6.0,0.0,0.006,0.001,0.001,0.0,0.0,0.03,0.0,0.0,0.001,0.16,0.005,,0.015,0.014,0.151
MA,done,3741543.0,36656.0,3391.0,3391.0,0.0,3390.0,xml,xml,2.011,2.011,1729.2,450.7,,0.0,0.0,1.349,0.0,0.256,0.004,0.016,0.005,0.008,0.016,0.011,1.864,0.025,,,,1.407
MACROALGAETRAITS,done,111402.0,1087.0,130.0,129.0,1.0,2.0,xml,xml,0.364,0.364,0.0,761.8,cuda,108.0,0.0,0.035,0.001,0.003,0.0,0.001,0.07,0.0,0.0,0.001,0.239,0.006,,0.013,0.055,0.23
MADS-RDF,done,104532.0,844.0,68.0,67.0,1.0,67.0,xml,xml,0.332,0.332,0.0,618.6,cuda,40.0,0.0,0.03,0.001,0.003,0.0,0.0,0.038,0.0,0.001,0.001,0.206,0.006,,0.01,0.026,0.215
MAMO,done,142511.0,1260.0,107.0,107.0,0.0,106.0,xml,xml,0.397,0.397,0.0,871.3,cuda,105.0,0.001,0.041,0.001,0.003,0.0,0.0,0.09,0.0,0.001,0.001,0.265,0.009,,0.014,0.073,0.172
MAMO-SCR-ONTO,done,73958.0,762.0,29.0,12.0,17.0,11.0,xml,xml,0.301,0.301,0.0,471.3,cuda,10.0,0.001,0.023,0.001,0.002,0.0,0.0,0.019,0.0,0.0,0.001,0.171,0.006,,0.009,0.008,0.192
MARC-LANGUAGES,done,1060573.0,9848.0,1482.0,488.0,994.0,2.0,xml,xml,0.656,0.656,0.0,450.7,,0.0,0.0,0.34,0.001,0.028,0.001,0.005,0.002,0.001,0.0,0.004,0.525,0.014,,,,0.832
MARC-RELATORS,done,270965.0,2199.0,317.0,8.0,309.0,7.0,xml,xml,0.363,0.363,0.0,451.5,cuda,1.0,0.0,0.087,0.001,0.006,0.0,0.001,0.015,0.0,0.0,0.002,0.238,0.007,,0.007,0.007,0.237
MAT,done,1730959.0,16433.0,2167.0,2167.0,0.0,2166.0,xml,xml,1.078,1.078,1685.1,484.1,cuda,18.0,0.0,0.568,0.002,0.171,0.003,0.007,0.024,0.003,0.004,0.006,0.942,0.021,,0.01,0.01,0.664
MATERIALSMINE,done,592007.0,5156.0,778.0,687.0,91.0,687.0,xml,xml,0.648,0.648,0.0,966.6,cuda,438.0,0.0,0.179,0.0,0.014,0.001,0.002,0.169,0.001,0.003,0.003,0.506,0.015,,0.039,0.124,0.27
MATR,done,16548.0,129.0,29.0,29.0,0.0,28.0,xml,xml,0.275,0.275,0.0,457.1,cuda,3.0,0.0,0.005,0.001,0.0,0.0,0.0,0.034,0.0,0.0,0.001,0.165,0.005,,0.016,0.016,0.195
MATRCOMPOUND,done,53109.0,394.0,107.0,9.0,98.0,8.0,xml,xml,0.292,0.292,0.0,456.1,cuda,2.0,0.0,0.014,0.001,0.001,0.0,0.0,0.03,0.0,0.0,0.001,0.171,0.006,,0.01,0.018,0.179
MATRELEMENT,done,51137.0,396.0,99.0,25.0,74.0,24.0,xml,xml,0.282,0.282,0.0,456.5,cuda,3.0,0.0,0.015,0.001,0.001,0.0,0.0,0.019,0.0,0.0,0.001,0.161,0.006,,0.008,0.009,0.16
MATRROCK,done,13181.0,80.0,23.0,23.0,0.0,22.0,xml,xml,0.302,0.302,0.0,489.7,cuda,11.0,0.0,0.004,0.001,0.0,0.0,0.0,0.045,0.0,0.0,0.001,0.179,0.006,,0.016,0.027,0.175
MATRROCKIGNEOUS,done,26643.0,150.0,45.0,45.0,0.0,44.0,xml,xml,0.302,0.302,0.0,605.4,cuda,37.0,0.0,0.006,0.001,0.0,0.0,0.0,0.038,0.0,0.0,0.001,0.169,0.006,,0.01,0.027,0.219
MAXO,done,17962897.0,210802.0,7121.0,7121.0,0.0,7120.0,xml,xml,12.436,12.436,1973.7,1048.5,cuda,6350.0,0.0,6.876,0.0,1.389,0.013,0.036,2.868,0.084,0.073,0.029,12.113,0.123,,0.829,1.956,5.995
MCBCC,done,1317460.0,15668.0,386.0,386.0,0.0,385.0,xml,xml,0.854,0.854,0.0,450.7,,0.0,0.0,0.397,0.002,0.165,0.0,0.001,0.001,0.007,0.012,0.002,0.732,0.007,,,,0.542
MCCL,done,6655735.0,62620.0,5475.0,5475.0,0.0,5475.0,xml,xml,2.974,2.974,1766.8,450.7,,0.0,0.0,2.052,0.005,0.367,0.005,0.008,0.008,0.036,0.052,0.015,2.808,0.038,,,,2.277
MCCV,done,88465.0,929.0,26.0,23.0,3.0,23.0,xml,xml,0.301,0.301,0.0,468.2,cuda,11.0,0.0,0.029,0.001,0.003,0.0,0.0,0.019,0.0,0.0,0.001,0.177,0.006,,0.009,0.008,0.175
MCHVODANATERMS,done,29686.0,259.0,30.0,29.0,1.0,2.0,xml,xml,0.283,0.283,0.0,459.5,cuda,10.0,0.0,0.009,0.001,0.001,0.0,0.0,0.019,0.0,0.0,0.001,0.153,0.006,,0.009,0.009,0.136
MCO,done,17895989.0,177099.0,3384.0,3384.0,0.0,3384.0,xml,xml,9.454,9.454,1947.8,986.3,cuda,1776.0,0.001,6.683,0.0,0.958,0.007,0.02,0.776,0.057,0.027,0.015,9.207,0.047,,0.276,0.476,5.975
MCO4HKE,done,26281.0,213.0,19.0,19.0,0.0,19.0,xml,xml,0.254,0.254,0.0,450.7,,0.0,0.0,0.008,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.135,0.005,,,,0.12
MCO4MCRE,done,43852.0,414.0,36.0,36.0,0.0,36.0,xml,xml,0.253,0.253,0.0,450.7,,0.0,0.0,0.014,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.137,0.005,,,,0.156
MCRO,done,1450532.0,13381.0,956.0,938.0,18.0,938.0,xml,xml,1.174,1.174,1681.3,983.1,cuda,616.0,0.0,0.407,0.0,0.16,0.001,0.003,0.307,0.004,0.006,0.004,1.039,0.02,,0.056,0.239,0.588
MCR_TX,done,273806.0,2519.0,163.0,163.0,0.0,163.0,xml,xml,0.347,0.347,0.0,450.7,,0.0,0.0,0.084,0.001,0.007,0.0,0.001,0.0,0.001,0.001,0.001,0.225,0.006,,,,0.308
MDM,done,61604398.0,856988.0,44790.0,44790.0,0.0,44789.0,xml,xml,35.347,35.347,2943.7,450.7,,0.0,0.0,27.319,0.041,4.149,0.084,0.175,0.08,0.046,0.127,0.19,34.656,0.24,,,,20.294
MEDEON,done,31855.0,181.0,77.0,72.0,5.0,71.0,xml,xml,0.269,0.269,0.0,450.7,,0.0,0.0,0.007,0.001,0.001,0.0,0.0,0.0,0.0,0.001,0.001,0.139,0.006,,,,0.16
MEDICALINFO,done,12546.0,116.0,13.0,13.0,0.0,12.0,xml,xml,0.487,0.487,0.0,450.9,cuda,1.0,0.0,0.008,0.001,0.001,0.0,0.0,0.212,0.0,0.001,0.004,0.356,0.008,,0.167,0.043,0.108
MEDLINEPLUS,done,18156740.0,98607.0,5645.0,5645.0,0.0,5638.0,xml,xml,9.018,9.018,1941.5,1040.9,cuda,3754.0,0.0,4.09,0.013,0.558,0.012,0.026,3.57,0.057,0.017,0.023,8.767,0.087,,0.596,2.751,6.05
MEDO,done,62625.0,447.0,84.0,84.0,0.0,83.0,xml,xml,0.285,0.285,0.0,476.9,cuda,9.0,0.0,0.015,0.001,0.001,0.0,0.0,0.02,0.0,0.001,0.001,0.161,0.006,,0.009,0.009,0.247
MEDRED,done,185694.0,1703.0,159.0,75.0,84.0,75.0,xml,xml,0.396,0.396,0.0,849.3,cuda,96.0,0.0,0.059,0.001,0.004,0.0,0.0,0.076,0.0,0.001,0.001,0.272,0.007,,0.012,0.062,0.21
MEGO,done,789758.0,6793.0,376.0,376.0,0.0,375.0,xml,xml,0.712,0.712,0.0,983.1,cuda,374.0,0.0,0.232,0.001,0.018,0.001,0.002,0.173,0.002,0.002,0.002,0.575,0.012,,0.038,0.129,0.529
MELLO-D,done,6305635.0,40888.0,7400.0,7400.0,0.0,7399.0,xml,xml,5.948,5.948,1769.8,1051.9,cuda,7315.0,0.0,1.686,0.005,0.125,0.01,0.019,3.567,0.007,0.022,0.026,5.691,0.123,,0.652,2.825,2.206
MELO,done,811885.0,7793.0,547.0,529.0,18.0,528.0,xml,xml,0.711,0.711,0.0,982.0,cuda,313.0,0.0,0.248,0.001,0.02,0.001,0.003,0.167,0.001,0.002,0.002,0.584,0.019,,0.04,0.121,0.363
MEO,done,1579501.0,16437.0,2501.0,2501.0,0.0,2501.0,xml,xml,1.513,1.513,1657.6,983.1,cuda,531.0,0.0,0.532,0.001,0.173,0.003,0.006,0.23,0.003,0.011,0.009,1.34,0.033,0.209,0.048,0.172,0.703
MEPO,done,5697441.0,46578.0,5687.0,5687.0,0.0,5687.0,xml,xml,2.422,2.422,1758.9,450.7,,0.0,0.0,1.733,0.005,0.156,0.009,0.02,0.009,0.005,0.012,0.02,2.235,0.042,,,,2.126
MERA,done,17732.0,130.0,6.0,6.0,0.0,5.0,xml,xml,0.237,0.237,0.0,450.7,,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.126,0.005,,,,0.11
MESH,done,1054496244.0,10957414.0,355408.0,355408.0,0.0,355402.0,xml,xml,615.57,615.57,16883.1,1120.8,cuda,31045.0,0.001,447.643,0.621,79.923,0.929,2.447,15.124,12.338,1.422,2.359,605.953,2.658,,2.841,10.591,344.376
METABUS,done,1781822.0,20739.0,5185.0,5185.0,0.0,5184.0,xml,xml,1.251,1.251,1696.6,450.7,,0.0,0.0,0.787,0.002,0.063,0.005,0.01,0.007,0.003,0.016,0.014,1.077,0.036,,,,0.652
METPO,done,1283343.0,14110.0,1456.0,1456.0,0.0,1455.0,xml,xml,0.98,0.98,0.0,877.9,cuda,199.0,0.0,0.412,0.0,0.161,0.002,0.004,0.105,0.003,0.005,0.006,0.844,0.018,,0.021,0.079,0.537
MF,done,540892.0,4260.0,420.0,401.0,19.0,401.0,xml,xml,0.632,0.632,0.0,983.1,cuda,361.0,0.0,0.139,0.0,0.011,0.001,0.001,0.201,0.001,0.002,0.002,0.491,0.013,,0.039,0.157,0.358
MFMO,done,1361955.0,13649.0,299.0,269.0,30.0,268.0,xml,xml,0.997,0.997,0.0,981.8,cuda,238.0,0.0,0.403,0.0,0.165,0.001,0.001,0.137,0.002,0.003,0.002,0.862,0.01,,0.026,0.106,0.592
MFO,done,4774286.0,48118.0,4359.0,4359.0,0.0,4358.0,xml,xml,2.691,2.691,1749.4,645.7,cuda,46.0,0.0,1.838,0.004,0.316,0.005,0.02,0.054,0.017,0.023,0.016,2.517,0.035,,0.011,0.035,1.668
MFOEM,done,722756.0,6065.0,644.0,625.0,19.0,625.0,xml,xml,0.743,0.743,0.0,983.1,cuda,560.0,0.0,0.196,0.0,0.016,0.001,0.002,0.245,0.001,0.003,0.003,0.603,0.016,,0.057,0.179,0.311
MFOMD,done,1478941.0,11418.0,898.0,879.0,19.0,879.0,xml,xml,1.057,1.057,1682.4,983.5,cuda,806.0,0.0,0.386,0.0,0.032,0.001,0.003,0.345,0.002,0.004,0.004,0.922,0.021,,0.077,0.255,0.621
MGBD,done,8660.0,55.0,12.0,11.0,1.0,10.0,xml,xml,0.238,0.238,0.0,450.7,,0.0,0.0,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.123,0.005,,,,0.212
MHC,done,4241162.0,48019.0,7929.0,7929.0,0.0,7929.0,xml,xml,2.679,2.679,1745.5,451.3,cuda,2.0,0.0,1.787,0.004,0.322,0.008,0.016,0.029,0.018,0.048,0.025,2.492,0.064,,0.009,0.008,1.562
MHCRO,done,98102246.0,1117384.0,51446.0,51446.0,0.0,51446.0,xml,xml,51.017,51.017,3476.3,566.2,cuda,47.0,0.0,36.436,0.0,7.052,0.072,0.266,0.274,0.626,1.117,0.257,50.004,0.317,,0.063,0.117,32.277
MHIO,done,135754.0,1470.0,369.0,369.0,0.0,369.0,xml,xml,0.313,0.313,0.0,450.7,,0.0,0.0,0.048,0.001,0.004,0.0,0.001,0.001,0.0,0.001,0.002,0.191,0.006,,,,0.319
MHMO,done,407661.0,2883.0,437.0,373.0,64.0,373.0,xml,xml,0.395,0.395,0.0,484.0,cuda,13.0,0.0,0.101,0.0,0.008,0.0,0.001,0.021,0.001,0.002,0.002,0.266,0.008,,0.01,0.01,0.268
MI,done,4353426.0,36701.0,1658.0,1658.0,0.0,1657.0,xml,xml,2.878,2.878,1659.1,1034.7,cuda,1656.0,0.0,1.387,0.003,0.277,0.003,0.01,0.772,0.009,0.006,0.007,2.694,0.034,,0.164,0.585,1.677
MIAPA,done,388442.0,3733.0,269.0,232.0,37.0,232.0,xml,xml,0.457,0.457,0.0,801.2,cuda,84.0,0.0,0.117,0.001,0.01,0.001,0.001,0.068,0.001,0.002,0.002,0.333,0.008,,0.012,0.054,0.294
MICRONT,done,186546.0,1439.0,160.0,160.0,0.0,160.0,xml,xml,0.445,0.445,0.0,981.6,cuda,159.0,0.0,0.051,0.001,0.004,0.0,0.001,0.117,0.001,0.001,0.001,0.306,0.007,,0.021,0.093,0.233
MIDO,done,83938936.0,936565.0,51882.0,51838.0,44.0,51838.0,xml,xml,45.277,45.277,3108.9,992.7,cuda,3969.0,0.0,31.095,0.0,6.181,0.108,0.279,1.681,0.722,0.682,0.268,44.274,0.411,,0.506,1.016,27.555
MIFD,done,66596.0,696.0,13.0,13.0,0.0,13.0,xml,xml,0.285,0.285,0.0,452.5,cuda,2.0,0.0,0.021,0.001,0.002,0.0,0.0,0.017,0.0,0.001,0.001,0.167,0.006,,0.007,0.008,0.197
MIFE,done,204149.0,2188.0,7.0,7.0,0.0,7.0,xml,xml,0.348,0.348,0.0,457.6,cuda,4.0,0.0,0.064,0.001,0.006,0.0,0.0,0.019,0.001,0.001,0.001,0.219,0.006,,0.008,0.009,0.261
MIM,done,242743.0,1555.0,88.0,88.0,0.0,88.0,xml,xml,0.38,0.38,0.0,793.5,cuda,82.0,0.0,0.052,0.001,0.004,0.0,0.0,0.069,0.0,0.001,0.001,0.257,0.007,,0.011,0.054,0.232
MINERAL,done,7631.0,43.0,17.0,17.0,0.0,16.0,xml,xml,0.254,0.254,0.0,471.7,cuda,6.0,0.0,0.002,0.001,0.0,0.0,0.0,0.019,0.0,0.0,0.001,0.144,0.005,,0.009,0.009,0.181
MINI-FAST-1,done,3616.0,21.0,5.0,4.0,1.0,2.0,xml,xml,0.238,0.238,0.0,418.7,,0.0,0.0,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.124,0.005,,,,0.158
MIO,done,4773026.0,49508.0,6585.0,3091.0,3494.0,3090.0,xml,xml,4.341,4.341,1726.6,1041.3,cuda,116.0,0.0,1.755,0.0,0.329,0.007,0.017,0.115,0.011,0.013,0.025,4.148,0.06,1.642,0.018,0.085,1.664
MIRAPIE,done,148974.0,1164.0,44.0,39.0,5.0,39.0,xml,xml,0.344,0.344,0.0,597.6,cuda,35.0,0.0,0.037,0.0,0.003,0.0,0.0,0.038,0.0,0.001,0.001,0.208,0.006,,0.01,0.026,0.234
MIRO,done,7534818.0,68624.0,4410.0,4410.0,0.0,4409.0,xml,xml,4.735,4.735,1789.1,994.0,cuda,4398.0,0.0,2.61,0.0,0.417,0.007,0.023,1.125,0.022,0.013,0.017,4.514,0.081,,0.585,0.501,3.277
MISO,done,244824.0,2515.0,388.0,388.0,0.0,388.0,xml,xml,0.364,0.364,0.0,457.5,cuda,5.0,0.0,0.077,0.001,0.007,0.001,0.001,0.019,0.0,0.002,0.002,0.246,0.007,,0.009,0.008,0.221
MIXS,done,5804383.0,67957.0,1460.0,1460.0,0.0,1460.0,xml,xml,3.218,3.218,1769.8,801.8,cuda,456.0,0.0,2.184,0.004,0.386,0.003,0.005,0.163,0.03,0.023,0.006,3.07,0.021,,0.049,0.107,2.021
MIXSCV,done,531552.0,4694.0,520.0,520.0,0.0,519.0,xml,xml,0.459,0.459,0.0,451.3,cuda,1.0,0.0,0.168,0.001,0.012,0.001,0.003,0.015,0.0,0.002,0.002,0.336,0.008,,0.007,0.007,0.311
MLTX,done,27465.0,156.0,13.0,13.0,0.0,13.0,xml,xml,0.269,0.269,0.0,494.2,cuda,10.0,0.0,0.006,0.001,0.0,0.0,0.0,0.022,0.0,0.0,0.001,0.152,0.005,,0.009,0.011,0.191
ML_MCR_TX,done,136148.0,1264.0,81.0,81.0,0.0,81.0,xml,xml,0.289,0.289,0.0,450.7,,0.0,0.0,0.042,0.001,0.003,0.0,0.001,0.0,0.0,0.001,0.001,0.175,0.005,,,,0.192
MMO,done,2052178.0,14359.0,852.0,852.0,0.0,851.0,xml,xml,1.423,1.423,1688.6,983.4,cuda,780.0,0.0,0.502,0.0,0.169,0.001,0.005,0.432,0.003,0.004,0.004,1.272,0.02,,0.085,0.334,0.796
MMUSDV,done,350804.0,3210.0,114.0,114.0,0.0,113.0,xml,xml,0.475,0.475,0.0,915.4,cuda,112.0,0.0,0.107,0.0,0.009,0.0,0.001,0.093,0.001,0.001,0.001,0.345,0.006,,0.011,0.079,0.256
MNR,done,12069.0,68.0,24.0,24.0,0.0,23.0,xml,xml,0.282,0.282,0.0,473.8,cuda,7.0,0.0,0.003,0.001,0.0,0.0,0.0,0.041,0.0,0.0,0.001,0.167,0.005,,0.015,0.025,0.186
MNV,done,224269.0,2057.0,235.0,234.0,1.0,2.0,xml,xml,0.458,0.458,0.0,920.5,cuda,230.0,0.0,0.066,0.001,0.005,0.0,0.001,0.118,0.0,0.0,0.001,0.323,0.009,,0.026,0.089,0.223
MO,done,910714.0,6323.0,917.0,236.0,681.0,236.0,xml,xml,0.839,0.839,0.0,983.8,cuda,913.0,0.0,0.232,0.001,0.018,0.001,0.002,0.3,0.001,0.002,0.003,0.698,0.022,,0.083,0.208,0.465
MOC,done,72128.0,522.0,136.0,28.0,108.0,27.0,xml,xml,0.285,0.285,0.0,457.3,cuda,3.0,0.0,0.019,0.001,0.001,0.0,0.0,0.019,0.0,0.0,0.001,0.165,0.006,,0.008,0.009,0.182
MODSCI,done,294716.0,2610.0,393.0,264.0,129.0,264.0,xml,xml,0.46,0.46,0.0,779.4,cuda,236.0,0.0,0.082,0.0,0.007,0.001,0.001,0.101,0.001,0.001,0.002,0.329,0.01,,0.021,0.076,0.258
MOLSIM,done,2629664.0,18118.0,2293.0,2204.0,89.0,2204.0,xml,xml,2.552,2.552,1695.2,1036.5,cuda,2277.0,0.0,0.702,0.0,0.05,0.003,0.006,1.448,0.005,0.008,0.008,2.392,0.046,,0.205,1.2,0.998
MOMCARE,done,184027.0,1892.0,268.0,267.0,1.0,2.0,xml,xml,0.476,0.476,0.0,926.1,cuda,262.0,0.0,0.061,0.001,0.005,0.0,0.001,0.136,0.0,0.0,0.001,0.332,0.01,,0.032,0.1,0.445
MONDO,done,228557881.0,2870813.0,36090.0,36090.0,0.0,36089.0,xml,xml,135.226,135.226,5687.7,1091.9,cuda,21028.0,0.0,94.073,0.0,18.551,0.07,0.276,9.095,1.161,0.186,0.183,133.164,0.46,,2.292,6.427,74.702
MONO,done,2472336.0,18287.0,3838.0,19.0,3819.0,18.0,xml,xml,1.205,1.205,1692.6,471.2,cuda,15.0,0.0,0.647,0.002,0.179,0.003,0.009,0.026,0.012,0.001,0.011,1.05,0.036,,0.011,0.009,0.996
MOOCCIADO,done,2960941.0,32459.0,857.0,857.0,0.0,856.0,xml,xml,1.997,1.997,1718.8,983.6,cuda,845.0,0.0,1.096,0.002,0.251,0.001,0.005,0.261,0.016,0.017,0.004,1.848,0.019,,0.075,0.177,1.046
MOOCCUADO,done,2961087.0,32460.0,857.0,857.0,0.0,856.0,xml,xml,1.979,1.979,1718.8,983.6,cuda,845.0,0.0,1.099,0.002,0.239,0.001,0.005,0.257,0.016,0.016,0.003,1.83,0.019,,0.075,0.173,1.057
MOOCULADO,done,2961087.0,32460.0,857.0,857.0,0.0,856.0,xml,xml,1.979,1.979,1718.8,983.6,cuda,845.0,0.0,1.096,0.002,0.239,0.001,0.005,0.257,0.016,0.016,0.003,1.826,0.019,,0.076,0.173,1.109
MOP,done,5246653.0,45534.0,3687.0,3687.0,0.0,3686.0,xml,xml,4.041,4.041,1750.8,991.6,cuda,3587.0,0.0,1.854,0.0,0.319,0.006,0.015,1.381,0.015,0.014,0.014,3.839,0.067,,0.558,0.782,1.845
MOSAIC,done,8786137.0,92844.0,9656.0,242.0,9414.0,242.0,xml,xml,4.594,4.594,1814.9,479.8,cuda,7.0,0.0,3.331,0.0,0.516,0.011,0.016,0.034,0.073,0.002,0.038,4.379,0.07,,0.01,0.009,2.997
MP,done,33545105.0,268424.0,15938.0,15938.0,0.0,15937.0,xml,xml,19.864,19.864,2136.2,1074.5,cuda,15246.0,0.001,10.857,0.0,1.472,0.028,0.11,5.588,0.076,0.074,0.069,19.335,0.279,,1.588,3.797,11.26
MPATH,done,1611851.0,13870.0,892.0,892.0,0.0,891.0,xml,xml,1.269,1.269,1684.8,983.5,cuda,809.0,0.0,0.478,0.0,0.164,0.001,0.004,0.318,0.003,0.003,0.004,1.123,0.02,,0.079,0.23,0.705
MPIO,done,163522.0,1250.0,70.0,52.0,18.0,51.0,xml,xml,0.364,0.364,0.0,664.8,cuda,51.0,0.0,0.04,0.0,0.004,0.0,0.0,0.05,0.0,0.001,0.001,0.229,0.006,,0.011,0.037,0.286
MPO,done,209455.0,2271.0,327.0,326.0,1.0,326.0,xml,xml,0.364,0.364,0.0,469.7,cuda,10.0,0.0,0.078,0.001,0.006,0.001,0.001,0.02,0.0,0.001,0.002,0.239,0.009,,0.009,0.009,0.168
MRO,done,104834.0,583.0,178.0,127.0,51.0,126.0,xml,xml,0.295,0.295,0.0,475.2,cuda,16.0,0.0,0.023,0.001,0.002,0.0,0.0,0.02,0.0,0.001,0.001,0.173,0.006,,0.01,0.008,0.244
MS,done,11652475.0,111382.0,6085.0,6085.0,0.0,4150.0,xml,xml,7.967,7.967,1846.8,1047.6,cuda,6044.0,0.0,4.297,0.0,0.619,0.01,0.038,2.196,0.044,0.038,0.024,7.693,0.116,,0.694,1.437,3.989
MSCDO,done,69816.0,597.0,74.0,60.0,14.0,59.0,xml,xml,0.297,0.297,0.0,460.0,cuda,13.0,0.0,0.022,0.001,0.002,0.0,0.0,0.021,0.0,0.001,0.001,0.175,0.006,,0.009,0.01,0.121
MSO,done,1443504.0,14846.0,1173.0,1173.0,0.0,1172.0,xml,xml,0.901,0.901,0.0,450.7,,0.0,0.0,0.449,0.001,0.167,0.001,0.003,0.002,0.001,0.003,0.004,0.781,0.013,,,,0.609
MSR,done,90398.0,950.0,26.0,17.0,9.0,16.0,xml,xml,0.301,0.301,0.0,458.2,cuda,8.0,0.0,0.029,0.001,0.003,0.0,0.0,0.019,0.0,0.001,0.001,0.179,0.006,,0.009,0.009,0.139
MSTDE,done,2812532.0,25426.0,1832.0,1832.0,0.0,1826.0,xml,xml,1.474,1.474,1702.6,453.1,cuda,4.0,0.0,1.025,0.002,0.072,0.002,0.005,0.022,0.02,0.005,0.006,1.338,0.019,,0.009,0.009,1.03
MSV,done,1584873.0,19515.0,650.0,650.0,0.0,649.0,xml,xml,1.061,1.061,1689.4,455.8,cuda,5.0,0.0,0.691,0.002,0.055,0.001,0.002,0.019,0.004,0.002,0.002,0.934,0.008,,0.009,0.008,0.659
MVAONT,done,91811.0,740.0,176.0,176.0,0.0,175.0,xml,xml,0.284,0.284,0.0,451.3,cuda,1.0,0.0,0.023,0.001,0.002,0.0,0.001,0.015,0.001,0.001,0.001,0.172,0.006,,0.006,0.007,0.144
MWLA,done,87647.0,557.0,258.0,33.0,225.0,32.0,xml,xml,0.266,0.266,0.0,450.7,,0.0,0.0,0.021,0.0,0.002,0.0,0.001,0.0,0.0,0.0,0.001,0.153,0.006,,,,0.07
MWO,done,631858.0,5465.0,365.0,336.0,29.0,335.0,xml,xml,0.616,0.616,0.0,983.1,cuda,361.0,0.0,0.167,0.0,0.014,0.001,0.001,0.166,0.001,0.002,0.002,0.488,0.013,,0.03,0.131,0.333
N-CDOH,done,318866.0,2712.0,375.0,361.0,14.0,361.0,xml,xml,0.395,0.395,0.0,529.5,cuda,19.0,0.0,0.086,0.001,0.008,0.001,0.001,0.03,0.001,0.002,0.002,0.265,0.008,,0.01,0.017,0.228
NAMO,done,570321.0,5479.0,263.0,263.0,0.0,263.0,xml,xml,0.553,0.553,0.0,846.7,cuda,221.0,0.0,0.165,0.001,0.014,0.0,0.001,0.095,0.002,0.003,0.001,0.417,0.009,,0.021,0.071,0.519
NANDO,done,5462114.0,41838.0,2985.0,2985.0,0.0,2985.0,xml,xml,3.342,3.342,1746.9,1033.9,cuda,1379.0,0.0,1.597,0.0,0.279,0.008,0.014,1.029,0.004,0.012,0.012,3.175,0.041,,0.144,0.862,1.92
NATPRO,done,28478190.0,266664.0,31518.0,9465.0,22053.0,9465.0,xml,xml,13.696,13.696,2090.4,457.7,cuda,5.0,0.0,10.46,0.019,1.354,0.03,0.102,0.095,0.105,0.048,0.113,13.277,0.197,,0.017,0.03,9.445
NBO,done,6835617.0,82168.0,4548.0,4548.0,0.0,4548.0,xml,xml,4.389,4.389,1804.9,984.8,cuda,1275.0,0.0,2.758,0.0,0.476,0.006,0.017,0.49,0.039,0.064,0.017,4.185,0.055,,0.119,0.351,2.379
