acronym,eval_status,eval_bytes,triple_count,entities,classes,individuals,bp_classes,sniffed_format,parse_format,eval_seconds,wall_seconds,parent_peak_rss_mb,gpu_peak_allocated_mb,define_device,define_defined,time_sniff,time_parse,time_identity,time_index,time_stats,time_describe,time_define,time_connection,time_flat,time_entities_table,time_total,time_write_outputs,time_define_bp,define_seconds_encode_labels,define_seconds_encode_definitions,download_seconds
BRCT,done,1492848.0,11239.0,1654.0,1654.0,0.0,1654.0,xml,xml,0.711,0.711,0.0,457.9,cuda,2.0,0.0,0.35,0.002,0.033,0.001,0.005,0.02,0.001,0.005,0.006,0.569,0.018,,0.007,0.009,0.596
BRIDG,done,5454208.0,52596.0,349.0,325.0,24.0,325.0,xml,xml,2.794,2.794,1751.7,982.0,cuda,289.0,0.0,1.883,0.0,0.341,0.002,0.002,0.159,0.012,0.009,0.002,2.641,0.011,,0.032,0.121,1.942
BRO,done,560056.0,3353.0,490.0,489.0,1.0,488.0,xml,xml,0.651,0.651,0.0,983.1,cuda,12.0,0.0,0.127,0.001,0.009,0.001,0.002,0.02,0.001,0.002,0.002,0.505,0.011,0.199,0.009,0.009,0.301
BRSO,done,13841.0,107.0,25.0,16.0,9.0,15.0,xml,xml,0.27,0.27,0.0,450.7,,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.142,0.005,,,,0.233
BSAO,done,216543.0,2462.0,105.0,105.0,0.0,104.0,xml,xml,0.368,0.368,0.0,450.7,,0.0,0.0,0.076,0.001,0.007,0.0,0.001,0.0,0.001,0.002,0.001,0.228,0.006,,,,0.155
BSPO,done,611624.0,6782.0,189.0,171.0,18.0,170.0,xml,xml,0.587,0.587,0.0,981.5,cuda,148.0,0.0,0.195,0.0,0.018,0.0,0.001,0.115,0.002,0.002,0.001,0.472,0.008,,0.02,0.092,0.511
BT,done,532796.0,6108.0,390.0,390.0,0.0,390.0,xml,xml,0.539,0.539,0.0,864.3,cuda,99.0,0.0,0.166,0.001,0.016,0.001,0.001,0.086,0.002,0.003,0.002,0.412,0.011,,0.012,0.071,0.291
BT-ONTOLOGY,done,1620174.0,13165.0,983.0,969.0,14.0,180.0,xml,xml,1.141,1.141,1683.4,983.1,cuda,586.0,0.0,0.407,0.0,0.159,0.002,0.003,0.277,0.002,0.002,0.004,0.999,0.019,,0.056,0.21,0.686
BTO,done,12269120.0,104982.0,6570.0,6570.0,0.0,6569.0,xml,xml,7.613,7.613,1849.9,1040.0,cuda,5514.0,0.0,4.216,0.0,0.596,0.01,0.04,1.947,0.035,0.031,0.026,7.332,0.11,,0.55,1.331,4.204
BTO-BFO,done,793574.0,6189.0,222.0,183.0,39.0,182.0,xml,xml,0.492,0.492,0.0,600.7,cuda,60.0,0.0,0.174,0.001,0.016,0.0,0.001,0.037,0.001,0.002,0.002,0.37,0.008,,0.009,0.026,0.416
BTO-EMMO,done,4106740.0,35053.0,2283.0,2228.0,55.0,2227.0,xml,xml,2.552,2.552,1736.1,987.0,cuda,2012.0,0.0,1.201,0.003,0.27,0.004,0.011,0.645,0.009,0.014,0.008,2.381,0.044,,0.165,0.456,1.446
BTO-PROVO,done,477042.0,4161.0,302.0,253.0,49.0,253.0,xml,xml,0.835,0.835,0.0,981.8,cuda,244.0,0.0,0.129,0.001,0.011,0.001,0.001,0.414,0.001,0.002,0.002,0.699,0.01,,0.207,0.201,0.26
BTO_ONTOLOGY,done,159279.0,883.0,175.0,29.0,146.0,28.0,xml,xml,0.315,0.315,0.0,538.8,cuda,21.0,0.0,0.033,0.001,0.002,0.0,0.0,0.028,0.0,0.0,0.001,0.191,0.007,,0.01,0.017,0.213
CABRO,done,46932.0,317.0,64.0,60.0,4.0,59.0,xml,xml,0.269,0.269,0.0,450.7,,0.0,0.0,0.012,0.001,0.001,0.0,0.0,0.0,0.0,0.001,0.001,0.144,0.005,,,,0.139
CANCO,done,181227.0,1378.0,139.0,127.0,12.0,127.0,xml,xml,0.412,0.412,0.0,955.4,cuda,121.0,0.0,0.048,0.001,0.004,0.0,0.0,0.111,0.0,0.001,0.001,0.295,0.007,,0.017,0.09,0.18
CANONT,done,72593.0,546.0,57.0,57.0,0.0,56.0,xml,xml,0.3,0.3,0.0,517.1,cuda,16.0,0.0,0.021,0.001,0.001,0.0,0.0,0.025,0.0,0.001,0.001,0.173,0.006,,0.009,0.014,0.23
CAO,done,312772.0,2831.0,205.0,205.0,0.0,205.0,xml,xml,0.427,0.427,0.0,757.2,cuda,73.0,0.0,0.089,0.001,0.007,0.0,0.001,0.065,0.001,0.002,0.001,0.297,0.007,,0.013,0.049,0.298
CARE-AI-CO-VI0-1,done,55206.0,411.0,55.0,38.0,17.0,37.0,xml,xml,0.302,0.302,0.0,489.8,cuda,40.0,0.0,0.015,0.0,0.001,0.0,0.0,0.022,0.0,0.0,0.001,0.169,0.006,,0.009,0.011,0.216
CARELEX,done,812880.0,8624.0,340.0,340.0,0.0,339.0,xml,xml,0.522,0.522,0.0,450.7,,0.0,0.0,0.233,0.001,0.023,0.0,0.004,0.0,0.0,0.001,0.002,0.404,0.007,,,,0.404
CARESSES,done,186673.0,1821.0,99.0,99.0,0.0,99.0,xml,xml,0.38,0.38,0.0,649.8,cuda,48.0,0.0,0.061,0.001,0.005,0.0,0.0,0.044,0.001,0.001,0.001,0.253,0.006,,0.01,0.033,0.178
CARO,done,9794269.0,103747.0,722.0,722.0,0.0,721.0,xml,xml,5.385,5.385,1839.0,983.1,cuda,646.0,0.001,3.533,0.0,0.791,0.004,0.005,0.448,0.016,0.009,0.003,5.203,0.018,,0.214,0.225,3.323
CAROLIO,done,131272.0,1484.0,87.0,87.0,0.0,87.0,xml,xml,0.365,0.365,0.0,718.2,cuda,81.0,0.0,0.043,0.0,0.004,0.0,0.001,0.063,0.001,0.001,0.001,0.235,0.006,,0.012,0.048,0.182
CARRE,done,227777.0,2029.0,176.0,176.0,0.0,175.0,xml,xml,0.3,0.3,0.0,450.7,,0.0,0.0,0.06,0.001,0.005,0.0,0.0,0.0,0.001,0.002,0.001,0.197,0.006,,,,0.176
CASE-BASE-ONTO,done,164635.0,1342.0,127.0,72.0,55.0,71.0,xml,xml,0.317,0.317,0.0,483.9,cuda,51.0,0.0,0.041,0.001,0.003,0.0,0.0,0.021,0.0,0.001,0.001,0.195,0.007,,0.009,0.01,0.24
CATALOG-THEMES,parse_failed,1207.0,,,,,0.0,,,0.745,,,,,,,,,,,,,,,,,,,,,0.125
CBCTX,done,569330.0,4729.0,563.0,18.0,545.0,17.0,xml,xml,0.665,0.665,0.0,848.0,cuda,536.0,0.0,0.156,0.001,0.014,0.001,0.002,0.207,0.002,0.0,0.002,0.53,0.015,,0.058,0.142,0.383
CBHA,done,863548.0,6248.0,1248.0,38.0,1210.0,37.0,xml,xml,0.538,0.538,0.0,474.1,cuda,30.0,0.0,0.218,0.001,0.017,0.001,0.002,0.022,0.001,0.001,0.004,0.403,0.018,,0.01,0.009,0.429
CBHT,done,1080336.0,10908.0,269.0,107.0,162.0,106.0,xml,xml,0.689,0.689,0.0,616.7,cuda,237.0,0.0,0.317,0.001,0.025,0.0,0.001,0.073,0.003,0.001,0.001,0.562,0.01,,0.026,0.043,0.472
CBO,done,287808.0,2400.0,247.0,247.0,0.0,246.0,xml,xml,0.531,0.531,0.0,981.8,cuda,1.0,0.0,0.071,0.001,0.007,0.0,0.001,0.017,0.001,0.001,0.002,0.382,0.008,0.148,0.008,0.008,0.219
CCF,done,67077.0,532.0,42.0,42.0,0.0,41.0,xml,xml,0.27,0.27,0.0,450.7,,0.0,0.0,0.019,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.145,0.005,,,,0.201
CCO,parse_failed,256083060.0,,,,,264891.0,,,0.0,,,,,,,,,,,,,,,,,,,,,786.215
CCON,done,193602.0,1837.0,169.0,86.0,83.0,86.0,xml,xml,0.397,0.397,0.0,763.3,cuda,83.0,0.0,0.06,0.001,0.005,0.0,0.0,0.07,0.001,0.001,0.001,0.267,0.007,,0.012,0.055,0.192
CCONT,done,219193153.0,2717404.0,58013.0,58013.0,0.0,58013.0,xml,xml,136.068,136.068,5542.8,1162.5,cuda,45271.0,0.0,86.603,0.121,16.847,0.119,0.363,18.387,1.143,0.455,0.311,133.481,0.962,,5.532,12.144,71.727
CCTOO,done,4382902.0,40434.0,1134.0,1134.0,0.0,1133.0,xml,xml,2.508,2.508,1736.3,983.6,cuda,858.0,0.0,1.431,0.0,0.266,0.002,0.007,0.4,0.015,0.014,0.005,2.359,0.022,,0.076,0.312,1.514
CDAO,done,238335.0,2196.0,191.0,165.0,26.0,165.0,xml,xml,0.381,0.381,0.0,610.3,cuda,38.0,0.0,0.073,0.0,0.006,0.0,0.001,0.039,0.001,0.001,0.001,0.255,0.007,,0.009,0.027,0.314
CDMONTO,done,207073.0,1418.0,385.0,303.0,82.0,302.0,xml,xml,0.3,0.3,0.0,450.7,,0.0,0.0,0.051,0.001,0.004,0.0,0.001,0.001,0.0,0.001,0.002,0.184,0.007,,,,0.171
CDNO,done,11293567.0,148107.0,2110.0,2110.0,0.0,2109.0,xml,xml,7.507,7.507,1894.8,986.7,cuda,1919.0,0.001,4.597,0.0,1.03,0.004,0.014,1.053,0.047,0.024,0.008,7.299,0.041,,0.524,0.507,3.876
CDO,done,12360222.0,57312.0,3752.0,3752.0,0.0,3752.0,xml,xml,4.783,4.783,1826.5,1040.6,cuda,3673.0,0.001,2.254,0.009,0.357,0.006,0.025,1.598,0.009,0.021,0.014,4.573,0.074,,0.269,1.294,4.149
CDOH,done,317788.0,2704.0,371.0,357.0,14.0,357.0,xml,xml,0.379,0.379,0.0,529.5,cuda,19.0,0.0,0.085,0.001,0.008,0.001,0.001,0.029,0.001,0.002,0.002,0.259,0.009,,0.01,0.017,0.244
CDPEO,done,675765.0,4892.0,73.0,41.0,32.0,40.0,xml,xml,0.444,0.444,0.0,450.7,,0.0,0.0,0.166,0.001,0.013,0.0,0.0,0.0,0.001,0.001,0.001,0.317,0.006,,,,0.372
CDSSONTOBRIEF,done,120268.0,678.0,166.0,166.0,0.0,165.0,xml,xml,0.333,0.333,0.0,597.6,cuda,35.0,0.0,0.026,0.001,0.002,0.0,0.0,0.04,0.0,0.001,0.001,0.196,0.007,,0.009,0.028,0.167
CEDARVS,done,23563.0,169.0,35.0,35.0,0.0,34.0,xml,xml,0.364,0.364,0.0,549.8,cuda,33.0,0.0,0.006,0.001,0.0,0.0,0.0,0.097,0.0,0.0,0.001,0.226,0.006,,0.021,0.075,0.191
CEPH,done,2023060.0,18631.0,1570.0,1570.0,0.0,1569.0,xml,xml,1.397,1.397,1690.1,983.1,cuda,641.0,0.0,0.732,0.0,0.053,0.002,0.006,0.267,0.006,0.011,0.006,1.249,0.023,,0.061,0.197,0.784
CHD,done,517573.0,4626.0,512.0,512.0,0.0,511.0,xml,xml,0.457,0.457,0.0,452.1,cuda,3.0,0.0,0.159,0.001,0.011,0.001,0.001,0.019,0.001,0.002,0.002,0.328,0.009,,0.009,0.008,0.243
CHEAR,done,22625469.0,194782.0,16648.0,14864.0,1784.0,14864.0,xml,xml,15.612,15.612,1940.8,1065.9,cuda,11980.0,0.0,7.299,0.0,1.334,0.034,0.087,5.372,0.068,0.086,0.07,15.161,0.233,,1.354,3.815,8.294
CHEBI,done,866211680.0,9523744.0,237960.0,237960.0,0.0,238248.0,xml,xml,474.829,474.829,14411.6,1192.4,cuda,55477.0,0.001,317.768,0.0,70.268,0.451,2.531,33.721,5.113,2.028,1.428,466.702,2.17,,8.903,23.467,790.885
CHEMINF,done,1279210.0,11431.0,873.0,855.0,18.0,855.0,xml,xml,0.901,0.901,0.0,983.1,cuda,358.0,0.0,0.352,0.002,0.032,0.001,0.003,0.201,0.004,0.005,0.004,0.756,0.016,,0.037,0.157,0.566
CHEMROF,done,755667.0,7809.0,303.0,303.0,0.0,303.0,xml,xml,0.623,0.623,0.0,779.3,cuda,203.0,0.0,0.233,0.001,0.021,0.0,0.001,0.087,0.003,0.003,0.002,0.489,0.01,,0.022,0.062,0.377
CHIRO,done,33961424.0,286013.0,13601.0,13601.0,0.0,13600.0,xml,xml,19.994,19.994,2172.5,1068.5,cuda,13193.0,0.0,11.289,0.0,1.554,0.026,0.081,5.193,0.097,0.082,0.058,19.492,0.243,,1.427,3.595,11.229
CHMO,done,5941694.0,58704.0,3394.0,3264.0,130.0,3264.0,xml,xml,4.242,4.242,1766.7,998.0,cuda,3233.0,0.0,1.93,0.0,0.358,0.005,0.015,1.423,0.016,0.015,0.013,4.031,0.066,,0.315,1.064,2.06
CHO,done,22966.0,216.0,14.0,14.0,0.0,14.0,xml,xml,0.254,0.254,0.0,450.7,,0.0,0.0,0.008,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.131,0.005,,,,0.173
CHR,done,2861138.0,31636.0,2573.0,2288.0,285.0,2287.0,xml,xml,1.937,1.937,1639.2,983.1,cuda,352.0,0.0,1.111,0.0,0.253,0.003,0.011,0.182,0.01,0.018,0.011,1.785,0.026,,0.04,0.133,1.171
CHRO,done,3322708.0,37368.0,1205.0,1205.0,0.0,1204.0,xml,xml,2.251,2.251,1724.6,983.4,cuda,770.0,0.0,1.175,0.003,0.258,0.002,0.005,0.415,0.014,0.015,0.005,2.09,0.023,,0.093,0.31,1.216
CIDO,done,53464349.0,621226.0,31959.0,31924.0,35.0,31924.0,xml,xml,38.647,38.647,2581.0,1109.9,cuda,27075.0,0.0,20.197,0.0,3.825,0.058,0.231,10.532,0.385,0.358,0.151,37.798,0.449,,3.648,6.495,17.64
CIDOC-CRM,done,444347.0,3794.0,86.0,86.0,0.0,85.0,xml,xml,0.475,0.475,0.0,801.2,cuda,84.0,0.0,0.121,0.001,0.01,0.001,0.0,0.074,0.0,0.001,0.001,0.342,0.006,,0.015,0.055,0.324
CIINTEADO,done,3045638.0,33396.0,881.0,881.0,0.0,880.0,xml,xml,2.027,2.027,1720.3,983.7,cuda,869.0,0.0,1.123,0.002,0.244,0.001,0.005,0.273,0.016,0.017,0.004,1.873,0.02,,0.077,0.187,1.153
CIO,done,130315.0,1238.0,45.0,45.0,0.0,44.0,xml,xml,0.343,0.343,0.0,633.2,cuda,44.0,0.0,0.038,0.0,0.003,0.0,0.0,0.046,0.001,0.001,0.001,0.218,0.006,,0.011,0.033,0.17
CISAVIADO,done,3045638.0,33396.0,881.0,881.0,0.0,880.0,xml,xml,2.029,2.029,1720.6,983.7,cuda,869.0,0.0,1.124,0.002,0.251,0.002,0.005,0.27,0.017,0.017,0.004,1.876,0.02,,0.076,0.185,1.179
CKDO,done,100476.0,601.0,280.0,280.0,0.0,280.0,xml,xml,0.301,0.301,0.0,505.4,cuda,40.0,0.0,0.022,0.001,0.002,0.0,0.001,0.024,0.0,0.001,0.001,0.178,0.008,,0.011,0.012,0.154
CL,done,70529435.0,835080.0,19345.0,19168.0,177.0,19167.0,xml,xml,43.233,43.233,2895.6,1079.9,cuda,16960.0,0.0,26.877,0.0,4.311,0.039,0.136,7.196,0.419,0.464,0.091,42.327,0.353,,1.92,4.999,23.178
CLAO,done,2016156.0,23432.0,1517.0,1517.0,0.0,1516.0,xml,xml,1.663,1.663,1697.2,985.5,cuda,1515.0,0.0,0.803,0.0,0.067,0.002,0.006,0.421,0.008,0.009,0.006,1.495,0.032,,0.123,0.283,0.844
CLO,done,43712386.0,541949.0,40880.0,40852.0,28.0,40852.0,xml,xml,33.056,33.056,2547.8,1127.9,cuda,33465.0,0.001,17.475,0.0,3.597,0.069,0.18,8.218,0.228,0.244,0.184,32.082,0.6,,2.863,4.956,14.415
CLYH,done,411339.0,4435.0,266.0,266.0,0.0,265.0,xml,xml,0.586,0.586,0.0,678.8,cuda,212.0,0.0,0.14,0.0,0.014,0.0,0.001,0.082,0.003,0.004,0.002,0.423,0.011,,0.027,0.051,0.286
CMDO,done,224868.0,2126.0,189.0,189.0,0.0,188.0,xml,xml,0.316,0.316,0.0,450.7,,0.0,0.0,0.067,0.001,0.006,0.0,0.001,0.0,0.0,0.001,0.001,0.202,0.006,,,,0.22
CMO,done,10438798.0,72979.0,4200.0,4200.0,0.0,4199.0,xml,xml,6.176,6.176,1810.6,1041.2,cuda,3856.0,0.0,3.008,0.0,0.45,0.006,0.03,2.081,0.016,0.019,0.017,5.945,0.078,,0.413,1.604,3.798
CMPO,done,4315647.0,34117.0,814.0,814.0,0.0,813.0,xml,xml,2.362,2.362,1737.6,983.4,cuda,800.0,0.0,1.415,0.0,0.254,0.001,0.005,0.331,0.006,0.008,0.003,2.221,0.02,,0.078,0.243,1.503
CMR-QA,done,119587.0,1109.0,111.0,111.0,0.0,110.0,xml,xml,0.317,0.317,0.0,529.5,cuda,19.0,0.0,0.036,0.0,0.003,0.0,0.0,0.028,0.0,0.001,0.001,0.199,0.006,,0.01,0.016,0.205
CN,done,456710.0,4259.0,540.0,538.0,2.0,537.0,xml,xml,0.442,0.442,0.0,510.8,cuda,78.0,0.0,0.135,0.001,0.011,0.0,0.001,0.026,0.002,0.005,0.002,0.315,0.011,,0.009,0.014,0.252
CNO,done,455948.0,3185.0,387.0,387.0,0.0,386.0,xml,xml,0.571,0.571,0.0,982.1,cuda,337.0,0.0,0.114,0.001,0.008,0.001,0.001,0.166,0.001,0.002,0.002,0.428,0.012,,0.032,0.128,0.266
CO-WHEAT,done,369152.0,3224.0,177.0,177.0,0.0,176.0,xml,xml,0.508,0.508,0.0,912.5,cuda,149.0,0.0,0.114,0.001,0.009,0.0,0.001,0.118,0.001,0.001,0.001,0.384,0.008,,0.026,0.089,0.21
COB,done,70318.0,612.0,70.0,70.0,0.0,69.0,xml,xml,0.317,0.317,0.0,643.4,cuda,47.0,0.0,0.021,0.0,0.002,0.0,0.0,0.045,0.0,0.001,0.001,0.196,0.006,,0.009,0.034,0.229
COCHRANE,done,32514.0,254.0,26.0,26.0,0.0,25.0,xml,xml,0.332,0.332,0.0,470.3,cuda,25.0,0.0,0.01,0.001,0.001,0.0,0.0,0.073,0.0,0.0,0.001,0.208,0.006,,0.03,0.042,0.2
CODO,done,1091678.0,11214.0,1135.0,385.0,750.0,385.0,xml,xml,0.887,0.887,0.0,983.1,cuda,409.0,0.0,0.321,0.0,0.03,0.001,0.003,0.248,0.005,0.003,0.004,0.759,0.017,,0.048,0.191,0.539
COG,done,92724.0,594.0,116.0,111.0,5.0,110.0,xml,xml,0.333,0.333,0.0,678.2,cuda,95.0,0.0,0.021,0.001,0.002,0.0,0.0,0.053,0.0,0.001,0.001,0.211,0.007,,0.012,0.039,0.124
COGAT,done,3025152.0,31970.0,4054.0,4054.0,0.0,4053.0,xml,xml,2.538,2.538,1721.3,1036.6,cuda,2300.0,0.0,1.061,0.002,0.24,0.005,0.016,0.815,0.006,0.011,0.014,2.359,0.059,,0.189,0.595,1.088
COGITO,done,8772539.0,110434.0,4690.0,4681.0,9.0,4680.0,xml,xml,5.385,5.385,1851.7,1035.9,cuda,2065.0,0.001,3.013,0.0,0.79,0.007,0.02,0.783,0.05,0.097,0.016,5.185,0.058,,0.213,0.539,2.946
COGMEMO,done,5537093.0,45333.0,1544.0,1520.0,24.0,9.0,xml,xml,3.281,3.281,1745.1,1034.2,cuda,1496.0,0.001,1.608,0.004,0.286,0.003,0.009,0.967,0.018,0.002,0.006,3.116,0.032,,0.144,0.793,1.979
COGPO,done,238043.0,2162.0,202.0,199.0,3.0,199.0,xml,xml,0.428,0.428,0.0,889.6,cuda,181.0,0.0,0.065,0.001,0.006,0.0,0.001,0.103,0.001,0.001,0.001,0.306,0.008,,0.021,0.078,0.17
COHSI2STUDY,done,69861.0,648.0,86.0,85.0,1.0,2.0,xml,xml,0.301,0.301,0.0,503.2,cuda,81.0,0.0,0.022,0.001,0.002,0.0,0.0,0.026,0.0,0.0,0.001,0.174,0.007,,0.012,0.012,0.199
COHSI2TERMSWEEKX,done,40033.0,308.0,35.0,34.0,1.0,2.0,xml,xml,0.301,0.301,0.0,452.8,cuda,3.0,0.0,0.012,0.001,0.001,0.0,0.0,0.019,0.0,0.0,0.001,0.172,0.006,,0.009,0.009,0.151
COID,done,925604.0,10239.0,1186.0,1186.0,0.0,1185.0,xml,xml,0.807,0.807,0.0,623.5,cuda,779.0,0.0,0.289,0.001,0.027,0.001,0.003,0.186,0.003,0.007,0.004,0.664,0.022,,0.071,0.107,0.445
COKPME,done,58717.0,480.0,58.0,26.0,32.0,25.0,xml,xml,0.303,0.303,0.0,489.9,cuda,23.0,0.0,0.018,0.001,0.001,0.0,0.0,0.022,0.0,0.0,0.001,0.181,0.006,,0.01,0.01,0.157
COLAO,done,3504023.0,41915.0,895.0,895.0,0.0,894.0,xml,xml,2.338,2.338,1731.7,983.7,cuda,881.0,0.001,1.331,0.0,0.277,0.002,0.003,0.32,0.019,0.011,0.004,2.175,0.022,,0.089,0.221,1.264
COMET,done,425917.0,4642.0,207.0,207.0,0.0,207.0,xml,xml,0.427,0.427,0.0,500.3,cuda,56.0,0.0,0.138,0.001,0.012,0.0,0.001,0.023,0.002,0.002,0.001,0.312,0.007,,0.009,0.012,0.277
COMO,done,686093.0,6026.0,532.0,532.0,0.0,531.0,xml,xml,0.633,0.633,0.0,580.2,cuda,522.0,0.0,0.219,0.0,0.016,0.001,0.003,0.127,0.001,0.002,0.002,0.506,0.014,,0.06,0.062,0.339
COMODI,done,46160.0,299.0,66.0,66.0,0.0,65.0,xml,xml,0.301,0.301,0.0,646.7,cuda,59.0,0.0,0.012,0.001,0.001,0.0,0.0,0.047,0.0,0.001,0.001,0.185,0.006,,0.009,0.035,0.251
CONDOR,done,42961.0,254.0,56.0,56.0,0.0,55.0,xml,xml,0.254,0.254,0.0,450.7,,0.0,0.0,0.01,0.001,0.001,0.0,0.0,0.0,0.0,0.001,0.001,0.135,0.005,,,,0.179
CONTSONTO,done,331220.0,2993.0,188.0,184.0,4.0,183.0,xml,xml,0.49,0.49,0.0,981.6,cuda,155.0,0.0,0.097,0.001,0.008,0.0,0.001,0.117,0.001,0.002,0.001,0.359,0.008,,0.024,0.09,0.232
COPDO,done,38609.0,340.0,108.0,108.0,0.0,108.0,xml,xml,0.289,0.289,0.0,451.0,cuda,1.0,0.0,0.012,0.001,0.001,0.0,0.0,0.015,0.0,0.001,0.001,0.157,0.006,,0.007,0.007,0.139
COPPER,done,914481.0,8529.0,675.0,363.0,312.0,363.0,xml,xml,0.681,0.681,0.0,981.8,cuda,231.0,0.0,0.242,0.001,0.023,0.001,0.002,0.13,0.004,0.002,0.003,0.546,0.013,,0.025,0.1,0.492
COSTART,done,2566243.0,23646.0,1713.0,1713.0,0.0,1707.0,xml,xml,1.424,1.424,1698.5,453.1,cuda,4.0,0.0,0.975,0.002,0.07,0.002,0.005,0.022,0.007,0.008,0.006,1.272,0.017,,0.008,0.009,1.005
COVID-19,done,4467903.0,42636.0,2271.0,2271.0,0.0,2270.0,xml,xml,2.771,2.771,1741.2,1034.0,cuda,1410.0,0.0,1.397,0.004,0.126,0.003,0.017,0.823,0.007,0.009,0.008,2.605,0.037,,0.263,0.54,1.588
COVID-19-ONT-PM,done,254053.0,1908.0,306.0,300.0,6.0,299.0,xml,xml,0.349,0.349,0.0,457.9,cuda,6.0,0.0,0.062,0.001,0.005,0.0,0.001,0.02,0.001,0.002,0.001,0.224,0.007,,0.01,0.008,0.237
COVID19,done,22547.0,166.0,33.0,33.0,0.0,32.0,xml,xml,0.239,0.239,0.0,450.7,,0.0,0.0,0.007,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.132,0.005,,,,0.219
COVID19-IBO,done,107258.0,714.0,160.0,160.0,0.0,159.0,xml,xml,0.302,0.302,0.0,458.9,cuda,4.0,0.0,0.026,0.001,0.002,0.0,0.0,0.019,0.0,0.001,0.001,0.178,0.006,,0.009,0.009,0.186
COVIDCRFRAPID,done,509708.0,4855.0,480.0,397.0,83.0,396.0,xml,xml,0.49,0.49,0.0,690.0,cuda,65.0,0.0,0.156,0.001,0.013,0.001,0.001,0.055,0.002,0.003,0.002,0.369,0.01,,0.012,0.041,0.284
CPRO,done,219222.0,1977.0,128.0,128.0,0.0,128.0,xml,xml,0.406,0.406,0.0,846.3,cuda,95.0,0.0,0.061,0.001,0.005,0.0,0.001,0.091,0.001,0.001,0.001,0.288,0.007,,0.018,0.07,0.181
CPTAC,done,198367.0,1607.0,20.0,20.0,0.0,19.0,xml,xml,0.301,0.301,0.0,450.7,,0.0,0.0,0.054,0.001,0.004,0.0,0.0,0.0,0.0,0.0,0.001,0.186,0.006,,,,0.172
CRENO,done,1291543.0,11100.0,1136.0,1108.0,28.0,1107.0,xml,xml,0.965,0.965,0.0,983.1,cuda,637.0,0.0,0.362,0.001,0.03,0.001,0.003,0.259,0.003,0.006,0.004,0.816,0.021,,0.057,0.193,0.488
CRISP,done,16881026.0,154983.0,9045.0,9045.0,0.0,9039.0,xml,xml,11.938,11.938,1895.5,1054.1,cuda,8268.0,0.0,6.44,0.012,0.896,0.021,0.048,3.362,0.122,0.04,0.037,11.613,0.153,,0.868,2.36,5.648
CRO,done,203417.0,1786.0,143.0,124.0,19.0,124.0,xml,xml,0.412,0.412,0.0,942.0,cuda,127.0,0.001,0.057,0.0,0.005,0.0,0.001,0.092,0.0,0.001,0.001,0.284,0.007,,0.012,0.077,0.179
CRYOEM,done,71299.0,663.0,112.0,112.0,0.0,111.0,xml,xml,0.297,0.297,0.0,544.2,cuda,77.0,0.0,0.022,0.0,0.002,0.0,0.0,0.031,0.0,0.001,0.001,0.183,0.006,,0.011,0.018,0.149
CS,parse_failed,11978763.0,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,4.428
CSEO,done,26393482.0,168607.0,20086.0,20086.0,0.0,20085.0,xml,xml,9.405,9.405,2015.6,450.7,,0.0,0.0,7.088,0.018,0.947,0.024,0.074,0.029,0.027,0.093,0.078,9.078,0.136,,,,8.77
CSO,done,12762.0,112.0,38.0,38.0,0.0,37.0,xml,xml,0.238,0.238,0.0,450.7,,0.0,0.0,0.005,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.132,0.005,,,,0.098
CSSO,done,415266.0,3784.0,304.0,304.0,0.0,303.0,xml,xml,0.491,0.491,0.0,693.9,cuda,189.0,0.0,0.136,0.001,0.01,0.0,0.001,0.074,0.0,0.001,0.002,0.357,0.009,,0.02,0.05,0.252
CST,done,26371.0,533.0,114.0,114.0,0.0,168.0,turtle,turtle,0.317,0.317,0.0,720.8,cuda,69.0,0.0,0.014,0.001,0.002,0.0,0.0,0.06,0.0,0.001,0.001,0.202,0.006,,0.01,0.048,0.557
CSTD,done,282712.0,1568.0,614.0,98.0,516.0,98.0,xml,xml,0.333,0.333,0.0,451.1,cuda,1.0,0.0,0.057,0.001,0.004,0.001,0.001,0.015,0.001,0.001,0.002,0.21,0.01,,0.007,0.006,0.356
CTCAE,done,17558863.0,172367.0,4113.0,4113.0,0.0,4112.0,xml,xml,9.919,9.919,1906.0,993.1,,0.0,0.0,6.66,0.011,0.969,0.005,0.027,0.006,0.05,0.015,0.017,9.671,0.036,1.24,,,5.854
CTENO,done,1196803.0,13184.0,686.0,668.0,18.0,668.0,xml,xml,0.959,0.959,0.0,981.6,cuda,181.0,0.0,0.388,0.0,0.157,0.001,0.002,0.116,0.004,0.008,0.003,0.823,0.012,,0.021,0.091,0.528
CTGO,done,202706.0,1792.0,122.0,122.0,0.0,121.0,xml,xml,0.332,0.332,0.0,452.3,cuda,1.0,0.0,0.063,0.001,0.005,0.0,0.0,0.015,0.0,0.001,0.001,0.214,0.006,,0.007,0.007,0.28
